Input,Output
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0033,AC1002,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0033,AC1002,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG033
	Ice code is I00022
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0033,AC1002,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00022
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1003,AC1103,AC1013
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00022
	Balance Type is begining of period (BOP)
1e. Sum up the YTD balances from the filters applied in step 1a thorugh 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0013.","ACCOUNT1=['AC0033','AC1002','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG010','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG010','FINLEG004']
ICECODE1=['I00022']

ABBC0013_1=SUM(ytdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0013_2 = ABBC0013_1 + ABBC0013_TSA;

ABBC0013 = SCLRND(3,-3,ABBC0013_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG110
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Perform the following filters multiplied by -1
2a. ABC Accounts in AD0011,AD1001,AD1101,AD1011
	organization Unit is FINLEG110
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2b. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2c. Sum up th QTD balances from the filters applied in step 2a & 2b.
3. Sum up Steps 1 & 2.
4. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in steps 1 & 2.
5. Add TSA values to the results (ex <Taxonomy>_TSA)
6. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0014.","ACCOUNT1=['AB0003','AB1011','AB3303','AB1011'];
ACCOUNT2=['AD0011','AD1001','AD1101','AD1011'];
ICECODE1=['I00000'];

ABBC0014_1=SUM(qtdamt, (org_unit eq 'FINLEG110' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP')) + SUM(qtdamt, (org_unit eq 'FINLEG110' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP')) * -1;

ABBC0014_2 = ABBC0014_1 + ABBC0014_TSA;

ABBC0014 = SCLRND(3,-3,ABBC0014_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG110
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Perform the following filters multiplied by -1
2a. ABC Accounts in AD0011,AD1001,AD1101,AD1011
	organization Unit is FINLEG110
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2b. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2c. Sum up th YTD balances from the filters applied in step 2a & 2b.
3. Sum up Steps 1 & 2.
4. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in steps 1 & 2.
5. Add TSA values to the results (ex <Taxonomy>_TSA)
6. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0015.","ACCOUNT1=['AB0003','AB1011','AB3303','AB1011'];
ACCOUNT2=['AD0011','AD1001','AD1101','AD1011'];
ICECODE1=['I00000'];

ABBC0015_1=SUM(qtdamt, (org_unit eq 'FINLEG110' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP')) + SUM(ytdamt, (org_unit eq 'FINLEG110' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP')) * -1;

ABBC0015_2 = ABBC0015_1 + ABBC0015_TSA;

ABBC0015 = SCLRND(3,-3,ABBC0015_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG110
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0016.","ACCOUNT1=['AB0003','AB1011','AB3303','AB1011'];
ICECODE1=['I00000'];

ABBC0016_1=SUM(qtdamt, (org_unit eq 'FINLEG110' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP'));

ABBC0016_2 = ABBC0016_1 + ABBC0016_TSA;

ABBC0016 = SCLRND(3,-3,ABBC0016_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG026
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0017.","ACCOUNT1=['AB0003','AB1011','AB3303','AB1011'];
ICECODE1=['I00000'];

ABBC0017_1=SUM(qtdamt, (org_unit eq 'FINLEG026' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP'));

ABBC0017_2 = ABBC0017_1 + ABBC0017_TSA;

ABBC0017 = SCLRND(3,-3,ABBC0017_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG026
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1b. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0018.","ACCOUNT1=['AB0003','AB1011','AB3303','AB1011'];
ICECODE1=['I00000'];

ABBC0018_1=SUM(qtdamt, (org_unit eq 'FINLEG026' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0018_2 = ABBC0018_1 + ABBC0018_TSA;

ABBC0018 = SCLRND(3,-3,ABBC0018_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0003,AB1011,AB3303,AB1012
	organization Unit is FINLEG026
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1b. ABC Accounts in AB0003,AB1011,AB3303,AB1012
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0019.","ACCOUNT1=['AB0003','AB1011','AB3303','AB1012'];
ICECODE1=['I00000'];

ABBC0019_1=SUM(qtdamt, (org_unit eq 'FINLEG026' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0019_2 = ABBC0019_1 + ABBC0019_TSA;

ABBC0019 = SCLRND(3,-3,ABBC0019_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG002,FINLEG033
	Ice code is I00022
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG004
	Ice code is I00022
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1003,AC1103,AC1013
	organization Unit is FINLEG011,FINLEG004
	Ice code is I00022
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a thorugh 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0020.","ACCOUNT1=['AC0002','AC1002','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG011','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG011','FINLEG004']
ICECODE1=['I00022']

ABBC0020_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0020_2 = ABBC0020_1 + ABBC0020_TSA;

ABBC0020 = SCLRND(3,-3,ABBC0020_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG002,FINLEG033
	Ice code is I00022
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG004
	Ice code is I00022
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1023,AC1103,AC1013
	organization Unit is FINLEG011,FINLEG004
	Ice code is I00022
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a thorugh 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0021.","ACCOUNT1=['AC0002','AC1002','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1023','AC1103','AC1013'];
ORGUNIT1=['FINLEG011','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG011','FINLEG004']
ICECODE1=['I00022']

ABBC0021_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0021_2 = ABBC0021_1 + ABBC0021_TSA;

ABBC0021 = SCLRND(3,-3,ABBC0021_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0003,AB1011,AB2222,AB1011
	organization Unit is FINLEG110
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0003,AB1011,AB2222,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Perform the following filters multiplied by -1
2a. ABC Accounts in AD0011,AD1001,AD1101,AD1011
	organization Unit is FINLEG110
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2b. ABC Accounts in AB0003,AB1011,AB2222,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2c. Sum up th QTD balances from the filters applied in step 2a & 2b.
3. Sum up Steps 1 & 2.
4. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in steps 1 & 2.
5. Add TSA values to the results (ex <Taxonomy>_TSA)
6. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0022.","ACCOUNT1=['AB0003','AB1011','AB2222','AB1011'];
ACCOUNT2=['AD0011','AD1001','AD1101','AD1011'];
ICECODE1=['I00000'];

ABBC0022_1=SUM(qtdamt, (org_unit eq 'FINLEG110' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP')) + SUM(qtdamt, (org_unit eq 'FINLEG110' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP')) * -1;

ABBC0022_2 = ABBC0022_1 + ABBC0022_TSA;

ABBC0022 = SCLRND(3,-3,ABBC0022_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0003,AB1011,AB2222,AB1011
	organization Unit is FINLEG110
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1b. ABC Accounts in AB0003,AB1011,AB2222,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Perform the following filters multiplied by -1
2a. ABC Accounts in AD0011,AD1001,AD1101,AD1011
	organization Unit is FINLEG110
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
2b. ABC Accounts in AB0003,AB1011,AB2222,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
2c. Sum up th QTD balances from the filters applied in step 2a & 2b.
3. Sum up Steps 1 & 2.
4. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in steps 1 & 2.
5. Add TSA values to the results (ex <Taxonomy>_TSA)
6. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0023.","ACCOUNT1=['AB0003','AB1011','AB2222','AB1011'];
ACCOUNT2=['AD0011','AD1001','AD1101','AD1011'];
ICECODE1=['I00000'];

ABBC0023_1=SUM(qtdamt, (org_unit eq 'FINLEG110' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP')) + SUM(qtdamt, (org_unit eq 'FINLEG110' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP')) * -1;

ABBC0023_2 = ABBC0023_1 + ABBC0023_TSA;

ABBC0023 = SCLRND(3,-3,ABBC0023_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0033,AC1002,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0033,AC1002,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG033
	Ice code is I00003
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0033,AC1002,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00003
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1003,AC1103,AC1013
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00003
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a through 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0024.","ACCOUNT1=['AC0033','AC1002','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG010','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG010','FINLEG004']
ICECODE1=['I00003']

ABBC0024_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0024_2 = ABBC0024_1 + ABBC0024_TSA;

ABBC0024 = SCLRND(3,-3,ABBC0024_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0033,AC1002,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0033,AC1002,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG033
	Ice code is I00003
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0033,AC1002,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00003
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1031,AC1103,AC1013
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00003
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a through 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0025.","ACCOUNT1=['AC0033','AC1002','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1031','AC1103','AC1013'];
ORGUNIT1=['FINLEG010','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG010','FINLEG004']
ICECODE1=['I00003']

ABBC0025_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0025_2 = ABBC0025_1 + ABBC0025_TSA;

ABBC0025 = SCLRND(3,-3,ABBC0025_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG220
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0022,AB2002,AB2222,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0026.","ACCOUNT1=['AB0022','AB2002','AB2222','AB1011'];
ICECODE1=['I00000'];

ABBC0026_1=SUM(qtdamt, (org_unit eq 'FINLEG220' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP'));

ABBC0026_2 = ABBC0026_1 + ABBC0026_TSA;

ABBC0026 = SCLRND(6,-6,ABBC0026_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0001,AC1001,AC2202,AC1011
	organization Unit is FINLEG001,FINLEG002
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0001,AC1001,AC2202,AC1011
	organization Unit is FINLEG001,FINLEG002
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0027.","ACCOUNT1=['AC0001','AC1001','AC2202','AC1011'];
ORGUNIT1=['FINLEG001','FINLEG002']

ABBC0027_1=SUM(qtdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd eq 'I00005' and baltype eq 'EOP'));

ABBC0027_2 = ABBC0027_1 + ABBC0027_TSA;

ABBC0027 = SCLRND(6,-6,ABBC0027_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. Sum up the AVG balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0028.","ACCOUNT1=['AC0002','AC2033','AC1102','AC1012'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG033']

ABBC0028_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd eq 'I00005' and baltype eq 'EOP'));

ABBC0028_2 = ABBC0028_1 + ABBC0028_TSA;

ABBC0028 = SCLRND(6,-6,ABBC0028_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC2033,AC1102,AC1012
	organization Unit is FINLEG001
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. Sum up the AVG balances from the filters applied in step 1a, 1b & 1c.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABBC0029.","ACCOUNT1=['AC0002','AC2033','AC1102','AC1012'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG033']
ICECODE1=['I00005']

ABBC0029_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG001' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0029_2 = ABBC0029_1 + ABBC0029_TSA;

ABBC0029 = SCLRND(6,-6,ABBC0029_2);"
